,text,task_1
3612,Bhosdike brother-in-law bitter तेरी गांड में power होता No Who last 5 Salo From somewhere ass मरा Stayed था Any  गटर In They न मराता,HOF
3613,Election until the end Narendra मोदी anti of the party नेत्यांना दगडं मारायला the beginning करतील. बहूतेक to lose out of fear डोक्यात केमीकल Low's झालाय. someone #Lowly said was That true Ex पंतप्रधान About like that बोलणं म्हणजे निचतेचा कळस is Home except पळून gone wouldn't have So संस्कार मिळाले is,NOT
3614,"Hello @mumbaipolice you really need to put this lady behind bars for sake of peace of several citizens. She has beaten up, abused, harassed just too many people across the country. Please act. She sounds extremely dangerous.",NOT
3615,कुछ Wild #dogs together #शेर To घेर So सकते Are.. पर उसका #Hunt No कर #Can.,HOF
3616,तेरी Trouble क्या Is pig Of Puppies Meaning riot No हुआ So You They Talk Too Digest नही Hui कि There Of Hindu Muslim ने मिलकर बैठ Tax समस्या Of हल take out लिया । तू चाहता क्या Hebe हिंदी के rapist,NOT
3617,सीमा ने My लुंड suck Took http://xv.musz.info/%e0%a4%b8%e0%a5%80%e0%a4%ae%e0%a4%be-%e0%a4%a8%e0%a5%87-%e0%a4%ae%e0%a5%87%e0%a4%b0%e0%a4%be-%e0%a4%b2%e0%a5%81%e0%a4%82%e0%a4%a1-%e0%a4%9a%e0%a5%82%e0%a4%b8-%e0%a4%b2%e0%a5%80/ …,HOF
3618,"UP Police द्वारा ""reporters"" Did धुनाई Government Did ""dictatorship"" Of Together साथ ""Democracy"" के लिये One बड़ा ""Danger"" है,लेकिन पत्रकारों को भी अपना ""conscience"" to sell From पहले, कुछ Little Very Sure Thinking चाहिये.",NOT
3619,Said Is tv पर to shout वाले हरामी Journalist,HOF
3620,abe साले You fucker पहिली Talk की These .you Us Don't सिख Bhadwe और Exams Did Earlier ली If Back Give ही No Was तो मुह From costs Why फिरते You people बड़गांव अपने Father को Don't Sikh motherfucker Your UP बिहार As कचरा हमे born नही Factor रखा तुम People वह born was और पेट to fill Of For या Coming @freedom2fight4,HOF
3621,भड़वा गिरी कर 2 Crore Why?? 20 Ten million Too हो Will go...,HOF
3622,"#AIMIM President Barrister asaduddin O outer wire speaks about Nation's Security in #Lok Sabha & said from 2005 till now 73 security personnel & 88 locals have died in #Kashmir, how many IB, RAW officials have been suspended after Pulwama attack, how did the Rdx reach there. @asadowaisi",NOT
3623,तेरे जैसे People होते हैं जो Hindu मुस्लिम to do In Own Life spent giving Are ओर लोगों के soles चाटने In भी । Side फिर उसके बाद to you क्या get Are : your Status What Is. #भडवा_साला @manakgupta,HOF
3624,Zaira के ट्वीट From This seems है That वह whore बनने से बच gone Balance All Same Tax doing है।,HOF
3625,Kejrival Of commonwealth घोटाला Sisodia Today का कलमाड़ी Are Delhi में स्कूलों में कमरों के Name But Hui heist Of Complete Truth - Learn कपिल मिश्रा से,NOT
3626,#बुजुर्ग कहते Is #dogs की tail कभी Straight No Was! मेरा तो यह Accept Is That #dogs Did #पूंछ If Straight हो Too Go तो will be तो #कुत्ता Yes.,HOF
3627,#Watch यह video Heart shaken to give वाला है कैसे This Hinduism brigade मुसलमान के Together savage व्यवहार Tax रही Is Religion के Name पर Any  Specific Social class को target Doing to sing Where तक justified है । Welcome to Modi's Hindu Rashtra 2.0,NOT
3628,Shami पाद Too दे So These Immortal उजाला वाले भोसड़िके His बीवी Of घर पहुँच go to His gave desire to know https://twitter.com/amarujalanews/status/1142827640321003520 …,HOF
3629,BJP Of नेता And PM सिर्फ़ good From बोलते है Where Election Are come on जहां BJP सरकार न हो? Kailash Vijayvargiya To Media Very only सभ्य tell doing Was बंगाल In Calmness लाने वाले Leader tell जा रहे Were. but कल How Of पुत्र has Employee To drink और Father ने कैसे मीडिया To उसकी Status showed दी।,HOF
3630,caves Of दरवाजे Then shell Stayed हु भगतो In Dad Ram रहीम Lyrics रहा हु,NOT
3631,"abe pig Of बीज, in this कोई Halala Did पैदाइस ही Will happen, Bajrangi Bajrangi होते, जाहिल Lowly गिरे Jihadi नही।",HOF
3632,#चमचों Of Middle passing through हुए #मोदी_मोदी बोल Two या Then #कुत्ते की tail But पैर keep Two ... फिर देखो ... Both की One like प्रतिक्रिया will be #SaturdayThoughts #ModiGlobalPower,NOT
3633,abe सुअर Did offspring This तरह Did Talk Do तुझे Shame नहीं I. #नीच lowliness की ही बात Will do,HOF
3634,Street छाप Devotees Come रहे है तुम्हारे papa Welcome No करोगे.... घर But सजा flag के Please Keep सब का no will come turn turn....,HOF
3635,Iss disha m Yours belong kadam h..... You par yuva supporter the Reliance uth rha h...you Only baat karte h...,NOT
3636,Anise To Ongoing किए Went summons In Said Went है That They दिल्ली स्थित एनआईए हेडक्वार्टर में पेश be,NOT
3637,गर्दन cutting to give चाहिए This Bastard की,HOF
3638,"ये भड़वा Very Big Broker Is,, आज राइट Winger Journalist to become Of ढोंग कर Stayed Is,, Its पुराने ट्वीट गूगल by doing study लो, Self समझ Will go",HOF
3639,"Wow जी! What on the side Appreciation Are रही है @anjanaonkashyap ? भर्त्सना हो doing है। वो Too जमकर। और doing Talk रिपोर्टिंग Did So He कल भी Cheap Was. Today भी Is, And Will remain Aak Thu ऐसी पात्रकारिकता को ऐसे Peoples Did तारीफ़ to do guys Did.",HOF
3640,Sahi eat wonderful sangeet the dog meethi sound mei,NOT
3641,"मोहम्मद सामी has भारत को Defeated match जिता Gave , If only  टीपू sultan को Too भारत Some Help does So English bare पैर India From भाग खड़े होते,,",NOT
3642,"#साहेब has The interview के लिए #Akshay Kumar को Chosen! जो Only their praise the ones बकवास Question करे, Now भी Say Stayed हूँ आ go on @ndtv office, @ravishandatva का सामना Do it AC room In पसीना throw देंगे Because justified the issues पर Talk will be #renewable वाली चाटुकारिता No #ModiWithAkshay #Elections2019",NOT
3643,चीन के They Secret 'क़ैदखाने' Where बंद Are millions मुसलमान. BBC की Team यहां As far as reached,NOT
3644,दिल्ली के Heart Moonlight square में दुर्गा Temple में 300 नमाजियों Did भीड़ नें assault by doing idols the break दीं। church Of glass breakdown come on One Shawl वाले Did spanking But Plenty कोहर्रम Happened परंतु अब complete The silence रुदाली gang और Intolerance का Weeping to cry वाले Now सेक्युलर बुर्के में enter Went.,NOT
3645,Some later on Ko Piles bhi two Pandey andey ko,NOT
3646,#MobLynching- 1. झारखंड Of Seraikela In मंदिर में Demolition. गांव Did औरतों To rape की धमकियां। 2. मुरादाबाद में गंगाराम To by beating मार Poured. their minor Daughter From rape हुआ। 3. मेरठ Of Prahladnagar In Muslims के Fear से People Home बेच are हैं। 1/n,NOT
3647,pain Bhenchod One ही है कि In साला Chutiya Brain होने Of बावजूद भी दिल From thinks am.,HOF
3648,हजारों children की blessings Your साथ Are @ajitanjoom Yes. You These days जिस Devotion to duty Of Together journalism Did Are वह एक मिसाल Is. Wool दंगाई reporters से You Lakh भले है जो DNA चेक Do है हल्लाबोल के साथ Dangal Do Are तो Sometimes across करते है लेकिम सरकार From Question No Do. To you Greetings! !,NOT
3649,God To गाली Two So हिन्दू खुश होते Having more भगवान To गाली Two तो Muslim.. Now इनको कौन explain Did Water और Water में Any अंतर No Would @Anjoubrahah43,NOT
3650,Yoongi and Namjoon: I don't like Bangtan Boys. Me:,NOT
3651,राजीव गांधी जी Did पुण्यतिथि 21 May To Is But Complete देश आज only Rajeev Yes को Memory Tax Stayed है #Lowly को Mouth की Story पड़ी Is,HOF
3652,"Wool चूड़ियों का Pain, Heart बेध gives Are who अपने खनकने Did Reason lost दी। #हिंदी_शब्द #WordTreasury",NOT
3653,"China Of सहारे Ambulatory रही economy, Then भी दिखा दिए attitude.",NOT
3654,What हरामी आदमी Is ये A male name Sister का lavada,HOF
3655,"Zoya जी आप उस दल्ली Of पीछा तब तक Don't Leave जब As far as They brokerage ना leave give Him His Status Necessary Memory दिलाना,",HOF
3656,swagger crowd Of Money से ख़रीदी है What कार,NOT
3657,इलाहाबाद वालों! मतदान Of For घर से get out And हाँ Atiq अहमद Of Insult To याद Keep. Secular vote Did ठेकेदारी करने people To lesson ज़रूर to teach. When वोट Yours तो प्रतिनिधित्व Too आपका #VotingRound6 #fassi6,NOT
3658,Where See चड्डी गमछा people को ass में Gun Shot die Salo को,HOF
3659,rohit sharma: Now century Make ass खुजने As हो गया Is.......,HOF
3660,Country का 22 करोड़ Muslim only काफी Are. Pakistan To ख़त्म to do Of For. @AbbasAliRushdi @syedasimwaqar @shaukat_aimim @Aqdas_shaikh_22 @AshrafFem,HOF
3661,#dogs Two methods Of पाले goes हैं एक पाला Happened दूसरा bought Happened #मणिशंकर_कांग्रेस का #Frost Happened Dog है And #sidhu_bought हुआ,HOF
3662,Lover mufti तू नास्तिक Is तू Imran Mine Did रैखैल Is Understood. मुझे Proud Is मेरे Ochre जर्सी And भारती टीम But. you like पाकिस्तानी Broker Did ओकात pediatric है That Ochre और भारती Team को बदनाम Do क्यो Did you So swag है,HOF
3663,'Bhadwa' jersey Come gone Is रविवार को To you wearing मैदान में lowered will go कोई burn तो जले,HOF
3664,"अच्छा,,और Who Who Is Lowly??? एक #Lowly शब्द has कांग्रेस From कहा From कहा arrived दिया,, Now just words To to mend की जरूरत है Perhaps,,",HOF
3665,"Jab All post par Brahman or Thakur ban go two, usi ko Ram rajya two hai, baki touch to dekh hi are ho",HOF
3666,One Talk बताऊँ To you This rioter Crowd को गोली से मारना Start Tax Two नही तो वो दिन Distant No When 8-10 Did टोली Your Front Yours बेटी या Sister का बलात्कार will do और Oppose करने Pay आपकी lynching will do because unemployment will increase So अपराध will grow And criminals की शादी Who करेगा तो rape will grow~,HOF
3667,#bastard Moulana अरशद Kasmi को 14 Day की न्यायिक custody In Jail भेजा गया!! #Tomorrow it has SC Did Woman Advocate के Together LIVE Discussion In Swear-word- profanity And मारपीट की थी!! #Indian न्याय-व्यवस्था Did जय Are??,HOF
3668,"Know हो ISIS China क्यो नही जा Get  Stayed Know हो China In क्यो stone pelting No Are रही Why की China Of आर्मी tank cities Did सड़कों Pay भी चलना जानती Is Our Here So जज People Rubber Did pills Did Too इंच इंच मापातोली to do बैठ जाते Is, सड़क Pay टैंक take off Give So चड्डी बनियान In ही धरना Tax will give",HOF
3669,Manoj तिवारी ने Kejrival सरकार But शिक्षा Of Name But 2000 Ten million रुपये का घोटाला to do Of आरोप planted Is,NOT
3670,ये अनुभव Home Of बुजुर्गों से found Are??,NOT
3671,To all jyada roll belt aap key he sarkaar ma thi Yadav Is police Outpost tak too fuk of caste hai,HOF
3672,"Zaira Of अभिनय छोड़ने But शाह फैसल Speak, Their Verdict के सम्मान के apart from Any And Option नहीं https://abpnews.abplive.in/bollywood/shah-faesal-tweeted-on-zaira-wasim-decision-to-quit-acting-1157512 … #xerosum",NOT
3673,"बाबा ramrahim को अगर अच्छे व्यवहार के कारण parole पर छोड़ा Go Stayed Is So आशाराम ने Who Like prison guard sir Did wife का Mouth तोड़ा है, उन्हें Too leave Two.. So that Some Street छाप devotees की Lap Stuffing Are go",HOF
3674,Azam खान Some Too speaking है । इस मादरचोद को उड़ा Two brother-in-law To ।,HOF
3675,ये केजरीवाल गधे का child the sinner Bastard सुवर Brother-in-law stigma Is,HOF
3676,pig Of लुंड will put इसके मुंह In,HOF
3677,Hindu am And हिंदुत्व Did only Talk करूंगा जय श्री राम Follow @Iam_thakurs,NOT
3678,speaks चूड़ियों की खनक My ears In बचपन से comes doing My Mother Of Responsibilities Did भनक मुझे भी worldly teaches रही.... #आपकी_काँची #hindi_word #WordTreasury,NOT
3679,"who भेनचोद होगा ??? burkha, pappu, sidhu.",HOF
3680,#Mayawati ji should be #PM of India!,NOT
3681,Parliament In Sriram की Addiction लगाकर राष्ट्रवाद Of ढोंग रचने guys 130 बच्चों की Death Of mention God Huh Akbar the ones ने only किया Balance हंस are थे,NOT
3682,"Whom 'याद'आना...और... Anyone Memory Doing.... दोनों अलग Separate things was है, 'याद' हम Them Do है..... Who हमारे अपने was हैं.... And We 'Memory' उन्हें coming Is जो Us My  understand है.... #bzm #अल्फाज़े_बयां #Puja Good evening Coffee time",NOT
3683,"नन्ही ""Flower"" C daughter, one प्यारी C Doll, हाथ नहीं काँपे Wool demons Of, alive burn दिया go तो Too punishment अधूरी ही रहेगी...#TwinkleSharma",NOT
3684,#TempleTerrorAttack संभल Go Hindus Very देर Are finished है फिर भी अभी to recover Of Opportunity है। These Bastard mullo से distance made कर रखो इनकी दुकान From Some भी Don't Buy Afterwards मे देख Take These bowl taking घुमेंगे,HOF
3685,"Suryavansi' Did मेकिंग VIDEO आई Front, हेलिकॉप्टर, कार And Bike But खतरनाक stunt Do दिखे renewable Youth https://abpnews.abplive.in/bollywood/akshay-kumar-shares-sooryavanshi-shooting-video-check-out-1157934 … #Akshay Kumar #Sooryavanshi",NOT
3686,शान्ति messanger मोदी And available bollywood । Look शेयर कीजिये,NOT
3687,भाजपा जॉइन Tax Of रजिस्टर्ड swag कब become are Are..???,HOF
3688,"Video In आपको Some goons नजर आएंगे, These Goon कोई And नहीं Ram Devotee और Bengal में सुशासन Of ठेकेदार कैलाश Vijayvargiya का son Are. By the way These भाजपा Of Legislator Too हैं।",NOT
3689,stay भोसरी Did ।।। Big Calmness Did things कर doing है ।। These bhainchod मुल्लो ने Country को बर्बाद Tax दिया And Your को These But Big Dear आ रहा है । पूछ Wool परिवारों From जिन्होनें My  Son Lost Is ।। your So*****************,HOF
3690,"Bangladesh Government ने हर Unemployed To कपड़ा Production From जोड़कर History Rach Gave We बेरोजगारों को say Are हिंदुत्व खतरे In है,,,",NOT
3691,Happy Birthday @byadvbjp Ji माँ Jagdamba का Blessings आप पर Always made are,NOT
3692,"Kalnemi, Ginnie things पे खतरा मंडरा Stayed है: @Rahul Gandhi @ArvindKejriwal @msisodia @badutt @shubhrastha @TajinderBagga @AnupamPKher @AmitShah लश्कर जैश Congress pieces pieces गैंग Urban नक्सल वामपंथी गाली gang Stream 370 Akha award Return gang पत्थरबाज terrorist simi हुर्रियत",HOF
3693,"@Narendra Modi Country के Muslims Did तरफ From आपको to win की खुशी In A lot all congratulations !By the way देश के मुस्लिम #B J P Did जीत From Enough Downcast And आशांकित थे क्योंकि #pragya_thakur और Others भड़काऊ speech to give the ones नेता जीत Tax came were, but Your Tomorrow के भाषण From मुस्लिमोंको from you कुछ expectations जगी Are",NOT
3694,"Government दिन भर How many Too naked हो go But मीडीया इसे अगले दिन As far as Then Mouth to show लायक बना gives Is शरम come on Of जनाजा Out paid है,,,",HOF
3695,"Kanpuria - Your Name What है आदमी - फॉफ Du Plessis Kanpuria - who बकचोदी किये will be fof From then दु Times पेलिस, वो leave नाम So बताओ !",NOT
3696,#ढोंगाचार्य तुमने तो #चाटने In #dogs To Too Back छोड़ Gave,HOF
3697,भारत में मजदुर Day का Importance Now चाय Did tapriwala Our Chotu K समजा Stayed Was अबे भोस्डिके ठीक From Work करियो वार्ना आधा Day Of salary तो will go Together In मजदुर Day Did आधे Day Did Holiday भी नहीं Will meet,HOF
3698,Amritsar में @HardeepSPuri Yes को जिताना Is. एक नंबर Of button दबाना Is. Lotus Of फूल खिलाना Is. @Narendra Modi जी को Prime Minister Make है। #PhirEKBaarModiSarkaar @bjp4punjab,NOT
3699,ass में डाले खातिर लुंड Wanted Who your लग्गे no are you,HOF
3700,अमें! सामने Media और camera ऑन get done कर meditation In कौन लीन Would Is! हद Are gone gimmick Did #ModiInKedarnath,NOT
3701,Then साबित Happened #चौकीदार चोर No Was. #dogs only #पागल Were. without any reason #भौंक are थे।,HOF
3702,When Metro Of किराया increased तो Kejrival Did Acceptance From बढ़ा और Now जब Six months Afterwards Election हैं So Kejrival These One New खोखला वादा Tax रहे Are सिर्फ अपनी setbacks को छुपाने के लिए। केजरीवाल Only एक घोषणा Minister Are - Mister @ManojTiwariMP,HOF
3703,I would like to ask the government that they have all the love for Muslim women. Why don't they have the same sentiment for Hindu women of Kerala? @asadowaisi,HOF
3704,law Arrangement नहि Careful doing होती तो Today Your चमचे तेरी photo But माला Branch Of शौक़ Tax are was #कमीने इंसान,HOF
3705,कोंग्रेसी अपनी status पर Come गए after all In... Indira Gandhi To Mother गंगा से Compare Tax are Is जिसने learn To killed और मोदी To गाली Give are है जिसके Together Country खड़ा Is... impatient चौधरी भोसडीके,HOF
3706,Who कभी No be afraid वो #India है। Who Pakistan Of terrorists To whereabouts plant वो भारत है। Who #Warning से taking #Play In धूल चटा give They India Is. Back पीछे So कायर वार Do Are. We So They हिंदुस्तान के Lion जो दुश्मनों को #कुत्ते Did मौत से भी बेकार Death देते Are. Victory हिन्द Victory India,NOT
3707,Jai Akhilesh Vijay Akhilesh Bhrast B J P Sarkar,NOT
3708,"1857 Did ""Revolution"" Of Bugle बजाने Wali, झाँसी की Queen Laxmi Bai का Today “बलिदान” day Is, But dock “मीडिया” In somewhere One Bandage As far as no if Priyanka चोपड़ा की “मैरिज” Anniversary होती,तो पूरा दिन “तमाशा” Would.",NOT
3709,2 Sects In Heavy तनाव Did स्‍थिति पुलिस And Media Of कोई अता Address No,NOT
3710,Zaira वसीम has Islam का हवाला by giving Balance All Muslim artists To हरामी एवं हराम Of to eat वाले सिद्ध Tax दिया। बच्चों play it Clap.,HOF
3711,Earlier इतना बताओ कि जाति व्यवस्था come on Character व्यवस्था बनाने वाले People What Country In found goes हैं These Whose Cheat Did देन Is ।,NOT
3712,come on परबरदीगार you Yours havoc it rained ईस हरामी पर,HOF
3713,18 साल का सैनिक शहीद हुआ So वह बच्चा No था And 25 Year Of पत्थरबाज hit go So वह बच्चा Was Who Like नशा Do Are double faced,NOT
3714,"How उम्मीद करते Are Nitish Baboo From who Where Was वो Soil In mill will go But भाजपा In No Will meet? आज their अंतरात्मा Soil में मिल चुकी है बचा है सिर्फ Body जो Delhi From Patna दौड़ रहा है। ऐसे shameless people को बिहार residents has ही चुना Was, They will run You will suffer",HOF
3715,Nehru जी has आगे Very काम done Are देश के लिए Kashmir मसला Plough No हो Stayed अभी As far as And Bastards Mahatma Gandhi ने 1947 In एक फैसला लिया था उस Verdict In तुम As I lose on type Did women This only But रह गई,HOF
3716,"देश independence Of Afterwards, Modi-Yogi Rule में As such Are रहा,जब लोग media/news एंकर To Broker, crazy, pet Dog लोग Lyrics are हैं। #फिलहाल इसमें सुधार के chances No! I Self पत्रकार हूं Despite would say #पत्रकारिता को #tainted करने the ones traitors-brokers Now तो #Senses में आओं। ...sushil Youth सिंह",HOF
3717,"If Halala करते time Madam गर्भवती Are go so, that Child हरामी होगा या गर्भ dropped will go ? मामला Complicated Is",HOF
3718,"You Worry why Tax रहे Are मानक जी, अब stone thrower to become This much आसान No, #ZairaWasim",NOT
3719,@mishrasenhive एक #bastard To crossroads पर called था.... नेपाल भाग Went.,NOT
3720,Modi has Budget Present किया That ate श्री the ones ने चुनावी जुमला Fake गया,NOT
3721,#atishi like To #हारना only चाहिए...बहुत Correct Did #दिल्ली #pragya_thakur ही #Country Of बच्चों का #Future made सकती है.,HOF
3722,"Hrithik has #Super30 के सैट From एक Video शेयर किया Is, जिसमे They Own Film की cast Of Together Bhojpuri गाने पर Dance रहे Are And social Media platform Instagram But Actress सोनम Kapoor Of दो Ten million follower हो गए हैं। #Cinejivan",NOT
3723,Moon सूरज जैसी your bangles खनखना Tax Daily जगाती bangles Sometimes Noise Makes bangles कभी stealth From मुझे जगाती चुड़ियां #Keshav #हिंदी_शब्द #शब्दनिधि,NOT
3724,वोटों Did गिनती तो Tomorrow Start will be Exit पोल देख कर evm में disturbance How हो can Is You fucker ?,HOF
3725,"See @sardanarohit दल्ले These Too तो One Journalist Is इसे Our जाति धर्म का नहीं Address बस journalism क्या होती Is These Address है । brother-in-law आज Dangal Tax रहा Is When Ten boar mill Of एक helpless , कमजोर, इंसान Did जान Take रहे Were तो your Dangal backyard In Entered था । दलाल मीडिया।हरामी",HOF
3726,Our दादा नाना से पूछ Take swag Who Is तलवार Of डर From कलमा by reading sunnah करवाने the ones national,HOF
3727,"Sri Lanka को लगा third Shock, कुसल Pereira 30 Run बनाकर Out #SLvSA #ICCWorldCup2019",NOT
3728,आप All पदाधिकारियों व कार्यकर्ता friends has Lok Sabha Election प्रचार In Very Responsibility Of Together काम did. you सभी Of Heart से Thank you । आपका Manoj Tiwari प्रदेश President भाजपा दिल्ली,NOT
3729,"Then झूट परोस Gave , फिर people To गुमराह Tax Gave. केजरीवाल Government MCD Of जिस School Of एक rooms Did लागत 25 लाख tell रही Is. उसकी real Cost 12.55 Lakh Are. SDMC 43 the rooms का टेंडर 5 Ten million 27 Lakh Rupees In देगी। In this सिविल expenses भी शामिल हैं।",HOF
3730,All सूअर के offspring Is न,HOF
3731,भेनचोद केजरीवाल चुतिया make Of business does है motherfucker !!,HOF
3732,तेलंगाना में Forest Department के अधिकारियों के Together Beating Of मामला Came Front @ashi_indiatoday,NOT
3733,"Modi जी Of Aim है Where चुनाव हो come on having gonna हो सिर्फ़ वही Pay Show off किया go, रोया go rally In Screamed Go Balance जहां Election नही His तरफ़ मोदी जी Look भी No Want बच्चे मरे, Farmer died चाहे young died? pending Modi Of हमारी Media a lot Together देती Is मुद्दे छुपाने In.",HOF
3734,Brijesh ठाकुर Hindu Of 34 Orphan daughters का रेप by doing जमीन में दफना दिया Broker Media Did Courage No Hui कि from him Question पूछ ले India का Media मुर्दाबाद the poor की आवाज injustice Of खिलाफ to fight वाले Atiq Ahmed को Broker मीडिया bahubali tells India Of वीडियो Down with Down with,HOF
3735,नीच को Lowly ही looks like Are. you #Hindustan Of To all बड़ा #नीच Is. Who One #pig का Publicity करने Of For गया था। won No अपने #pig_father को नीच,HOF
3736,Salute sister...shaandaar Hail# jai hind # Little देसी हो go So क्या Difference# read wrote इंसान दिल From Injury खा सकता है पर # who born किया बड़ा Did played with कभी no#always our own Did Prestige करे # #Lowly पर No Applicable,NOT
3737,"No temple बनेगा न 370 हटेगा,अब Storm में Country Of धन will rob, one त्रासदी Of तूफान democracy will come को cover up कर ले will, humanity To shaking will give?",NOT
3738,"संघियों Did Start से nature doing Is Earlier गाली Two फिर माफ़ी demand लो, # Savarkar #pragya_thakur #vivekoberay सबके All One हि थैली Of हैं,",HOF
3739,@timesofindia मोदी का भडवा of the paper Is and Naxalite हिन्दु वादी सोच से afflicted let's go Of of the letter Is नेपाली बिधालयमा Chinese भाषाको Mandatory शिक्षा - Live Mandu https://livemandu.com/9879/ -via #hamropatro,HOF
3740,"PHOTOS: Prince सिंह Did रिटायरमेंट Party में arrived Bollywood Of elder Stars, see तस्वीरें https://abpnews.abplive.in/bollywood/many-bollywood-celebs-attends-yuvraj-singh-retirement-bash-in-mumbai-today-1157081 … #YuvrajSingh #retirementbash",NOT
3741,इंडिया me Less है lund साली mulo From करती Are,HOF
3742,"Constitution Did मज़ेदार Talk, कि बच्चा If 'Abdomen' Of लिए काम करे So 'Hair Crime' Film Side सीरियल मेँ Work Do So बाल कलाकार",NOT
3743,Bhosdike What Dreams In Yes Stayed Is This तेरे बाप की जागीर No है तुम mullo To We alms में Pakistan दे kept है सालो,HOF
3744,"कोई Need नही Is तुम्हारी, भोसडीके तुम हमारे Enemy Are Enemy Will you stay... Each बार Fuck will you go",HOF
3745,"India Did आरोही has रचा इतिहास, the Atlantic ocean पार to do वाली पहली महिला Ascending To दिल From good luck जय Hind Victory हिंद Did Daughter",NOT
3746,Learn how to provide real-world user simulation results and no servers to manage.,NOT
3747,Neighbour To Home बुला के Night In अपनी फैस्ट Fuck got done 4,HOF
3748,One Talk Are ये बात all Makey secular leader Of For Are ये Talk कुछ Makey संगबादिक Of For है These Talk सरकार चलानेवाले नेता/नेत्री Of लिए Are मुस्लिम Sect को कबतक आपलोग 'माइनॉरिटी' talkative all सुजोग-सुभिधा giving रहेंगे? What ये मुस्लिम तोषण No Are? Hindu What Hon No Are?,HOF
3749,"#शेरो के Convoy में #dogs good No seem, #सबका_साथ gonna नारा Correct Was But @ArvindKejriwal वो People Is to whom #Different from all Keep Needed, अगर These जैसे लोगो को You न्योता देंगे So आम जनता Of from you Too भरोसा wake up जाएगा @Narendra Modi @narendramodi_in @pmindia",NOT
3750,"Other the parties को छोड़कर B J P In शामिल होने the ones Legislator Side Member of parliament Gangotri में dive लगा कर देश devotion का certificate Received कर are Are,,,",NOT
3751,"भाई #भारत Country Of #कानून बहुत अन्धा है, Many Rule So लोगो को Trouble In Branch giving Is, And doing बात नेताओं की So #pragya_thakur Of #संसद पहुचने From only Address चलता Is #देश Where? जा Stayed Is,",NOT
3752,Sometimes कभी here ही Let's go Came करो eyelashes की #threshold पर here Your silence From dreams In दस्तक Give Good लगता Is!! #हिन्दी_शब्द #शब्दनिधि #दहलीज़,NOT
3753,you Said अपना झोपड़ा die रही Is motherfucker कूत्ती,HOF
3754,"जनमत Accept, Garland स्वीकार, संघर्ष Of For We फिर ready, opinion स्वीकार,हार accept, struggle के For We Then तैयार,…",NOT
3755,"bangle Bindi , Lampblack  And झुमका All तेरी Like Of पहने.. Then भी your पसंद No बन पाई...!! What असुंदर होना Too Shortcoming है My ?? #hindi_word #one_happiness #WordTreasury",NOT
3756,Slap no जूता lying Is #जमनात ज़ब्त हो गयी #bastard Did,HOF
3757,"You fucker Tani Banarasi Lyrics Two ,Let us go बनारसी न Correct हिंदी In बोल दो ।",HOF
3758,"लफ़्जों Did threshold But , Injured Each tongue है......! Any तन्हाई From तो कोई, party From परेशान है.....! सुप्रभात friends #bzm #बज़्म_ए_इख़लास #bzm_e_qatib",NOT
3759,"बिग हाॅस Marathi in Abhijeet केळकर,आणी Neha like मादरचोद Contestant Mr माझ्या ऊभ्या in life नाही Seen, because Currently टास्क continue आहे But Both of them Director listening नाहीत.",HOF
3760,Randy Of born मंदिर breakdown पर कुछ no बोलेगे,HOF
3761,"islamic आतंकवाद islamic panic Of Support to do the ones मुस्लिम the mosques में से बहार coming out मुस्लिम stone pelters, flags But कुरान Did rectangles लिख Tax Murder And बलात्कार Did Threat देने the ones मुस्लिम आतंकवादी islamic आतंकियों Of समर्थन to do the ones Pakistani कश्मीरी @Payal_Rohatgi @Afraoo7 @ojhaneha1",NOT
3762,heard है They traitor Caught Went guys जिसने 44 seals Of सौदा किया था But One हिंदू Brahmin संदीप Sharma Out ? जम्मू कश्मीर @i_marwadi @yadavdimples @Anjupra7743 @malrajeshsp,HOF
3763,"Why, मुकाबला to do में गांड फटती Is What?",HOF
3764,"BJP Jail में off बलात्कारी बाबारामरहिम को जमानत deliver रही Is And honest IPS संजीव Bhatt To life prison की Punishment,,",HOF
3765,"#thief,#despicable watchman Own To the extent In रह, और Our #Broker चौकीदार की गुलामी कर।",NOT
3766,Name से ही America के airport But Settle Would है कि आरती take off है come on पतलून.... And Spoon कहते Are Name In What kept है #कमीने,NOT
3767,"Hindu परिवार has तीन Muslim बेटियों की Marriage कराई शबगा Village के Teacher satendra Panwar poor Muslim Family Did 3 बेटियों की Marriage having done Hindu मुस्लिम Unity Did मिसाल Present Did. ऐसी the news Heart को Peace gives हैं, And Hate to spread वाले नफरतखोरों को तकलीफ़ देती Is. @yasarshah_sp @dralvirashah",NOT
3768,"फादरणिय Seculund Yes पहले Information achieved do, temple No Broke Any  ने ,दो पक्षों Of stone pelting Of Go कुछ पत्थर turn के Outside लगे काच To लगे By which वह टूट Went ,Then हरामी sheet कार और Black चौदस Did birth Devotees ने ascended by increasing पेश Did है ,Case पता Do Afterwards में Revolution do together",HOF
3769,Devotees Of अच्छे Day to come the ones Is.. राम Rahim To good आचरण के कारण पैरोल But released कर doing है... devotees Decorate धज Of Ready Stay... You Of drank जी Come रहे हैं.... #गुफा गुलजार रहे...,NOT
3770,"अपनी only बहन Of साथ Dirty Work करते caught मुस्लिम person, railway platform But कर रहा था misdeed",HOF
3771,Come तेरे mouth In हग दू Bhenchod,HOF
